median_home_value,population,families,households,pct_female,pct_12_24_yrs,pct_25_64_yrs,pct_65_plus,pct_single_adult,number_of_homes,vacancy_rate,pct_5plus_rooms,avg_rent,county_id
18300,874,252,389,0.5434783,0.1601831,0.4267735,0.2414188,0.344473,423,0.0803783,0.5839243,207,905
14999,585,140,205,0.5452991,0.2324786,0.3863248,0.1675214,0.297561,259,0.2084942,0.6409266,184,906
15000,299,92,122,0.4782609,0.1538462,0.5250836,0.173913,0.2295082,132,0.0757576,0.6212121,184,907
26400,919,289,359,0.5244831,0.2067465,0.4537541,0.1479869,0.1727019,384,0.0651042,0.6354167,301,908
52500,5269,1494,1827,0.5135699,0.1894098,0.5262858,0.0926172,0.164751,1935,0.055814,0.7550388,342,909
14999,325,80,111,0.4676923,0.1969231,0.4615385,0.1353846,0.2432432,126,0.1190476,0.6984127,163,910
38500,1534,522,763,0.5384615,0.095176,0.410691,0.4191656,0.2909567,906,0.1578366,0.5165563,296,911
17500,148,34,47,0.472973,0.2432432,0.4189189,0.1081081,0.2765957,48,0.0208333,0.75,475,912
46200,8319,2316,2892,0.5204953,0.1981007,0.4978964,0.0839043,0.1760028,3114,0.0712909,0.6894669,318,913
31800,389,101,172,0.4832905,0.1928021,0.5321337,0.1465296,0.3372093,188,0.0851064,0.4734043,284,914
36300,334,93,116,0.494012,0.1796407,0.5239521,0.1077844,0.1637931,119,0.0252101,0.8319328,256,915
14999,70,22,29,0.5428571,0.1,0.5428571,0.1857143,0.1724138,38,0.2368421,0.6052632,100,916
27600,14380,3900,5746,0.5461057,0.1655076,0.4683588,0.1888734,0.2986425,6390,0.1007825,0.685759,277,917
53000,828,255,391,0.5495169,0.0857488,0.531401,0.2270531,0.3094629,408,0.0416667,0.8529412,474,918
22900,247,78,95,0.4898785,0.1902834,0.5263158,0.1417004,0.1473684,100,0.05,0.82,256,919
16200,1178,315,461,0.5517827,0.1714771,0.4660441,0.1910017,0.29718,500,0.078,0.586,151,920
14999,452,97,147,0.5243363,0.1349558,0.4181416,0.2676991,0.3129252,171,0.1403509,0.7251462,99,921
14999,200,58,78,0.5,0.18,0.53,0.15,0.2564103,92,0.1521739,0.5978261,131,922
31500,224,72,93,0.53125,0.1339286,0.4821429,0.2366071,0.2150538,100,0.07,0.64,221,923
26300,1503,436,635,0.5528942,0.1796407,0.4337991,0.2461743,0.2992126,697,0.0889527,0.6327116,213,924
28200,465,136,170,0.5268817,0.1935484,0.4731183,0.1290323,0.1882353,184,0.076087,0.576087,275,925
30500,491,133,168,0.5254582,0.2138493,0.4399185,0.1038697,0.1785714,186,0.0967742,0.6397849,364,926
32900,419,129,165,0.4916468,0.1551313,0.601432,0.0883055,0.2,174,0.0517241,0.6149425,325,927
30100,2128,600,815,0.54934210000000006,0.168703,0.4421992,0.2152256,0.2453988,895,0.0893855,0.7452514,226,928
34700,4416,1559,2086,0.5319293,0.0942029,0.3582428,0.4581069,0.2358581,2891,0.2784504,0.5575925,281,929
21300,659,192,264,0.5311077,0.2078907,0.4597876,0.1578149,0.2575758,296,0.1081081,0.7027027,230,930
14999,125,31,43,0.528,0.232,0.392,0.128,0.2325581,51,0.1568627,0.5882353,231,931
16700,489,128,184,0.4969325,0.1574642,0.4662577,0.1860941,0.2663043,204,0.0980392,0.6519608,145,932
19800,2072,546,854,0.5313707,0.1718147,0.4488417,0.1800193,0.3395785,943,0.0943796,0.6246023,185,933
32400,5833,1500,2385,0.5400309,0.2214984,0.410252,0.2172124,0.3337526,2597,0.0816327,0.6207162,242,934
32000,2213,608,903,0.5535472,0.163127,0.4369634,0.2666064,0.3078627,994,0.0915493,0.6851107,233,935
21300,339,59,67,0.5368732,0.5663717,0.2713864,0.0324484,0.1044776,74,0.0945946,0.7567568,190,936
20000,334,102,137,0.494012,0.1616766,0.5209581,0.1706587,0.2554745,145,0.0551724,0.7103448,238,937
19400,262,77,98,0.5114504,0.1755725,0.5343511,0.1374046,0.1938776,118,0.1694915,0.7033898,197,938
46500,26481,6059,9437,0.5368377,0.3191722,0.4151278,0.1175182,0.2606761,10139,0.0692376,0.5975935,329,939
38800,63,19,22,0.5238095,0.2222222,0.4761905,0.1428571,0.1363636,23,0.0434783,0.7391304,188,940
25300,867,258,361,0.5040369,0.1557093,0.4405998,0.2306805,0.2576177,434,0.1682028,0.6198157,225,941
14999,346,92,146,0.5202312,0.1560694,0.4566474,0.1849711,0.3630137,170,0.1411765,0.4705882,189,942
21300,142,45,60,0.4859155,0.1619718,0.4507042,0.2464789,0.2166667,64,0.0625,0.734375,188,943
14999,617,149,210,0.5575365,0.2058347,0.4602917,0.1296596,0.2761905,232,0.0948276,0.6034483,152,944
32500,6282,1778,2376,0.5385228,0.1843362,0.4745304,0.1630054,0.2420034,2530,0.0608696,0.7304348,274,945
15500,428,124,164,0.5093458,0.1752336,0.5046729,0.1285047,0.2439024,184,0.1086957,0.6684783,165,946
14999,120,33,48,0.4416667,0.1666667,0.4583333,0.1916667,0.3125,54,0.1111111,0.7777778,125,947
26000,918,256,335,0.5228758,0.2135076,0.4771242,0.1154684,0.2208955,366,0.0846995,0.647541,246,948
16300,146,39,55,0.5,0.2328767,0.4315068,0.1780822,0.2545455,57,0.0350877,0.7192982,175,949
23300,258,70,119,0.5775194,0.1472868,0.4341085,0.255814,0.4033613,128,0.0703125,0.671875,186,950
15500,206,59,82,0.461165,0.2087379,0.4708738,0.1893204,0.2439024,89,0.0786517,0.6179775,175,951
26500,4633,1199,1734,0.5180229,0.1715951,0.4612562,0.192316,0.2825836,1949,0.110313,0.6423807,245,952
14999,4715,1151,1650,0.5539767,0.21421,0.3802757,0.1811241,0.2884848,1801,0.0838423,0.7218212,192,953
14999,702,186,283,0.5626781,0.1709402,0.45868949999999997,0.2193732,0.3180212,355,0.2028169,0.5267606,149,954
23100,3553,971,1436,0.5499578,0.1595835,0.4579229,0.2158739,0.2966574,1564,0.0818414,0.6835038,204,955
31100,601,208,300,0.5274542,0.0715474,0.3677205,0.4792013,0.28,418,0.2822967,0.430622,252,956
33500,1363,384,457,0.5297139,0.2098313,0.4944974,0.0755686,0.1356674,502,0.0896414,0.750996,208,957
15500,1263,360,480,0.5154394,0.178939,0.4584323,0.1702296,0.2395833,529,0.0926276,0.6540643,196,958
28300,1055,313,437,0.5090047,0.185782,0.4578199,0.1810427,0.2654462,492,0.1117886,0.5813008,244,959
27000,5520,1408,1896,0.5422101,0.2057971,0.4235507,0.1413043,0.2410338,2049,0.0746706,0.6505612,220,960
23500,502,154,196,0.498008,0.1553785,0.5338645,0.1693227,0.2040816,221,0.1131222,0.60181,260,961
15700,466,129,163,0.527897,0.2188841,0.4527897,0.0965665,0.1656442,181,0.0994475,0.679558,189,962
15700,3393,839,1167,0.5352196,0.2054229,0.4008252,0.1588565,0.2656384,1300,0.1023077,0.6023077,202,963
35400,783,215,289,0.4904215,0.2094508,0.5351213,0.0523627,0.2249135,398,0.2738693,0.4698492,306,964
17500,286,64,77,0.541958,0.2797203,0.3041958,0.1293706,0.1558442,87,0.1149425,0.5747126,200,965
14999,123,37,49,0.5365854,0.1463415,0.5284553,0.203252,0.2244898,57,0.1403509,0.8070175,125,966
17800,846,214,303,0.5614657,0.2186761,0.3782506,0.177305,0.2772277,338,0.1035503,0.647929,142,967
28600,23146,6229,9158,0.5414758,0.1680636,0.4561911,0.1913938,0.2978816,10269,0.1081897,0.652157,275,968
36000,692,205,267,0.5101156,0.1416185,0.5245665,0.166185,0.2134831,288,0.0729167,0.7222222,290,969
38800,893,257,332,0.4983203,0.1870101,0.5195969,0.1478163,0.189759,351,0.0541311,0.6780627,291,970
14999,317,86,118,0.5141956,0.2050473,0.444795,0.1861199,0.2542373,147,0.1972789,0.707483,167,971
14999,446,127,177,0.5403587,0.1816143,0.441704,0.1636771,0.2655367,205,0.1365854,0.6780488,152,972
23100,3351,901,1194,0.5374515,0.1799463,0.4491197,0.1751716,0.2236181,1286,0.0715397,0.6625194,202,973
14999,3155,783,1155,0.5619651,0.1984152,0.3946117,0.1622821,0.2978355,1262,0.0847861,0.6458003,164,974
40900,1900,494,891,0.5510526,0.1242105,0.5205263,0.2452632,0.3838384,1037,0.1407907,0.5998071,304,975
16500,328,95,141,0.5121951,0.1829268,0.4817073,0.2164634,0.2907801,158,0.1075949,0.6708861,228,976
14999,150,41,49,0.5133333,0.1933333,0.4666667,0.1333333,0.1632653,57,0.1403509,0.6491228,219,977
48700,2332,889,1150,0.5197256,0.0681818,0.4009434,0.4777015,0.2104348,1888,0.3908898,0.5047669,415,978
15000,140,34,43,0.5214286,0.2214286,0.4071429,0.1285714,0.2093023,52,0.1730769,0.7307692,200,979
38600,1322,387,505,0.5272315,0.1875946,0.484115,0.1459909,0.2118812,537,0.0595903,0.7132216,293,980
48200,42099,9415,16894,0.5004869,0.3133804,0.443716,0.0966531,0.3223038,18835,0.1030528,0.4906291,347,981
17100,95,25,47,0.5473684,0.0842105,0.5789474,0.2736842,0.4468085,201,0.7661692,0.2238806,225,982
22500,156,48,65,0.4871795,0.1794872,0.5576923,0.1410256,0.2461538,76,0.1447368,0.5789474,169,983
15800,245,76,101,0.53469390000000006,0.1755102,0.4734694,0.2040816,0.2277228,118,0.1440678,0.5677966,167,984
25200,1006,298,442,0.5447316,0.1978131,0.4333996,0.2027833,0.3031674,509,0.1316306,0.5854617,218,985
21200,4729,1253,1771,0.5390146,0.1765701,0.4569676,0.1835483,0.2727273,1966,0.0991862,0.7141404,231,986
18700,1267,354,506,0.5374901,0.1949487,0.4640884,0.17206,0.2924901,573,0.1169284,0.6247818,223,987
27700,13364,3420,4756,0.5570189,0.2003891,0.4256211,0.1456151,0.2657696,5195,0.0845043,0.6182868,232,988
35700,72798,19788,29646,0.522322,0.1794417,0.4980906,0.1494547,0.2965661,33054,0.103104,0.614086,314,989
20000,634,172,229,0.4952681,0.2003155,0.4652997,0.1214511,0.2270742,265,0.1358491,0.5169811,250,990
14999,55,14,19,0.4545455,0.1636364,0.5454545,0.0909091,0.2631579,20,0.05,0.7,175,991
22500,205,59,78,0.5073171,0.2,0.4585366,0.1902439,0.2307692,84,0.0714286,0.7261905,171,992
14999,484,118,165,0.5082645,0.2128099,0.427686,0.1384298,0.2545455,190,0.1315789,0.6368421,140,993
16000,269,70,99,0.5650558,0.1821561,0.4312268,0.1784387,0.2626263,113,0.1238938,0.6637168,194,994
30800,308,94,123,0.4902597,0.1493506,0.4935065,0.1818182,0.203252,134,0.0820896,0.5820896,244,995
14999,415,109,151,0.5638554,0.2144578,0.4289157,0.1710843,0.2715232,169,0.1065089,0.6449704,147,996
17000,191,60,71,0.5340314,0.1727749,0.5183246,0.0942408,0.1549296,81,0.1234568,0.617284,191,997
30200,1167,334,445,0.545844,0.1328192,0.4378749,0.2399314,0.2337079,480,0.0729167,0.60625,250,998
28800,65,19,31,0.5538462,0.1230769,0.5692308,0.2153846,0.3548387,32,0.03125,0.5,181,999
28800,1726,483,647,0.5272306,0.2103129,0.4484357,0.1506373,0.2241113,684,0.0540936,0.6359649,285,1000
14999,126,31,47,0.5,0.1587302,0.5079365,0.1666667,0.3404255,66,0.2878788,0.4242424,125,1001
48500,4288,1236,1399,0.498834,0.2091884,0.5387127,0.0520056,0.0914939,1479,0.0540906,0.8715348,442,1002
27300,43,11,21,0.4651163,0.1627907,0.5348837,0.1627907,0.4761905,26,0.1923077,0.5384615,275,1003
16000,210,59,75,0.552381,0.1714286,0.4571429,0.1190476,0.2,86,0.127907,0.6162791,181,1004
14999,331,82,111,0.5317221,0.2114804,0.4048338,0.1480363,0.2612613,125,0.112,0.624,132,1005
23700,1354,389,554,0.5384047,0.1558346,0.4475628,0.2496307,0.2924188,612,0.0947712,0.619281,219,1006
38500,589,167,211,0.4855688,0.1629881,0.5127334,0.1086587,0.1943128,226,0.0663717,0.7699115,296,1007
38400,3783,1065,1294,0.4892942,0.2640761,0.4567803,0.0359503,0.1445131,1381,0.0629978,0.5734975,301,1008
14999,1470,352,541,0.5537415,0.2176871,0.3836735,0.1707483,0.336414,602,0.1013289,0.6129568,130,1009
14999,586,152,202,0.5409556,0.168942,0.443686,0.1484642,0.2277228,220,0.0818182,0.6590909,156,1010
16500,507,144,185,0.5029586,0.1913215,0.4812623,0.1143984,0.2108108,208,0.1105769,0.5673077,182,1011
39400,2130,622,764,0.513615,0.1835681,0.4798122,0.1183099,0.1780105,816,0.0637255,0.7193627,288,1012
14999,212,63,84,0.495283,0.1556604,0.4858491,0.1839623,0.2380952,99,0.1515152,0.6060606,142,1013
36800,3984,1132,1407,0.5268574,0.1932731,0.4643574,0.1393072,0.1855011,1526,0.0779817,0.7601573,311,1014
42100,724,239,308,0.5179558,0.1174033,0.5041436,0.2610497,0.2012987,527,0.4155598,0.544592,244,1015
17300,237,71,95,0.5232068,0.1308017,0.4683544,0.2151899,0.2526316,106,0.1037736,0.7169811,167,1016
15200,528,155,211,0.5,0.1893939,0.4640152,0.1875,0.2606635,237,0.1097046,0.628692,183,1017
14999,93,29,46,0.5806452,0.0967742,0.5053763,0.311828,0.3695652,70,0.3428571,0.4571429,144,1018
15000,157,47,59,0.5477707,0.1592357,0.4585987,0.1974522,0.2033898,65,0.0923077,0.8,294,1019
19100,2199,584,841,0.5493406,0.1814461,0.4320146,0.1973624,0.2925089,985,0.1461929,0.728934,196,1020
22800,241,62,88,0.5103734,0.2240664,0.4564315,0.1452282,0.2727273,90,0.0222222,0.7555556,225,1021
25400,490,151,194,0.53469390000000006,0.1877551,0.4755102,0.1571429,0.2216495,212,0.0849057,0.6933962,242,1022
22300,3098,852,1167,0.53357,0.1791478,0.4722402,0.1778567,0.2502142,1254,0.069378,0.6586922,243,1023
26700,1562,415,583,0.5396927,0.181178,0.4526248,0.1805378,0.2624357,649,0.1016949,0.6779661,265,1024
21300,538,162,245,0.5204461,0.1226766,0.4832714,0.2453532,0.3265306,357,0.3137255,0.5882353,173,1025
14999,258,58,94,0.60465120000000006,0.1782946,0.3953488,0.1937984,0.3829787,111,0.1531532,0.7927928,200,1026
25800,1943,537,753,0.5393721,0.1832218,0.4544519,0.2177046,0.2788845,802,0.0610973,0.6583541,207,1027
35800,9922,2771,4189,0.5520056,0.1634751,0.4632131,0.2147752,0.3084268,4584,0.0861693,0.6470332,292,1028
14999,721,206,277,0.4979196,0.1886269,0.4313454,0.1983356,0.2454874,305,0.0918033,0.6622951,208,1029
20500,498,143,188,0.4879518,0.1947791,0.4839357,0.1646586,0.2180851,214,0.1214953,0.6308411,221,1030
34500,1342,387,460,0.5089419,0.2153502,0.509687,0.0849478,0.1391304,485,0.0515464,0.6804124,263,1031
14999,358,100,145,0.5307263,0.1592179,0.3994413,0.2346369,0.262069,159,0.0880503,0.6666667,192,1032
14999,268,55,71,0.4776119,0.2947761,0.3955224,0.1156716,0.2253521,82,0.1341463,0.6707317,194,1033
29100,1668,463,637,0.5197842,0.1996403,0.4718225,0.1468825,0.2590267,715,0.1090909,0.6853147,207,1034
36000,5628,1638,2387,0.5442431,0.1437456,0.4561123,0.2592395,0.2911605,2654,0.1006029,0.6857573,279,1035
22100,478,144,178,0.5334728,0.1694561,0.4539749,0.1736402,0.1685393,192,0.0729167,0.703125,241,1036
26800,7491,1790,2711,0.5543986,0.195568,0.4006141,0.1692698,0.3209148,2987,0.0924004,0.575159,197,1037
14999,639,179,243,0.5289515,0.1971831,0.3599374,0.1283255,0.2427984,311,0.2186495,0.4019293,108,1038
18100,436,123,170,0.5206422,0.1880734,0.4747706,0.1720183,0.2705882,186,0.0860215,0.7311828,167,1039
27800,92,33,42,0.5434783,0.0978261,0.4456522,0.3804348,0.1904762,99,0.5757576,0.4444444,225,1040
15800,255,65,103,0.5176471,0.2078431,0.4666667,0.1568627,0.3495146,112,0.0803571,0.6160714,219,1041
35300,84,29,35,0.5595238,0.202381,0.452381,0.2142857,0.1714286,39,0.1025641,0.6153846,250,1042
31300,69,17,25,0.5072464,0.2608696,0.4347826,0.115942,0.32,28,0.1071429,0.6785714,144,1043
22100,675,175,277,0.5866667,0.1911111,0.36,0.2459259,0.3501805,304,0.0888158,0.6315789,122,1044
23800,9643,2548,3727,0.5504511,0.1759826,0.4430157,0.1909157,0.2919238,4207,0.1140956,0.6520086,248,1045
21800,793,227,330,0.5145019,0.148802,0.445145,0.2370744,0.2757576,381,0.1338583,0.6194226,209,1046
38700,2239,784,1125,0.5408665,0.0527021,0.3202322,0.561858,0.2791111,1330,0.1541353,0.5759398,232,1047
35300,298,92,129,0.5302013,0.1543624,0.5167785,0.1912752,0.2635659,278,0.5359712,0.6330935,256,1048
29900,32462,8624,14488,0.5472244,0.1449695,0.4601688,0.2563305,0.3673385,17543,0.1741435,0.5547512,296,1049
68700,6361,2560,3097,0.5217733,0.0515642,0.3964785,0.5096683,0.1624152,3761,0.1765488,0.7516618,569,1050
14999,149,41,65,0.4697987,0.1812081,0.4697987,0.2013423,0.3538462,78,0.1666667,0.5512821,182,1051
18800,2676,770,1017,0.5321375,0.2144993,0.4663677,0.1393871,0.2241888,1116,0.0887097,0.6998208,197,1052
23600,1810,461,664,0.5430939,0.2027624,0.4287293,0.1469613,0.2891566,725,0.0841379,0.5406897,165,1053
14999,311,86,123,0.4983923,0.1768489,0.5080386,0.1639871,0.2601626,148,0.1689189,0.5337838,180,1054
14999,743,206,286,0.5370121,0.1938089,0.4495289,0.166891,0.2692308,326,0.1226994,0.6687117,208,1055
14999,137,40,58,0.5255474,0.1459854,0.5036496,0.2189781,0.2931034,79,0.2658228,0.6455696,163,1056
16300,715,198,267,0.5132867,0.1874126,0.4895105,0.1034965,0.2509363,303,0.1188119,0.5907591,235,1057
28500,1605,439,665,0.5582555,0.152648,0.4149533,0.2542056,0.318797,741,0.1025641,0.6491228,233,1058
14999,831,228,290,0.5367028,0.2033694,0.4416366,0.1528279,0.2034483,348,0.1666667,0.6982759,167,1059
22700,616,180,293,0.5535714,0.1396104,0.4123377,0.3116883,0.3720137,333,0.1201201,0.6216216,175,1060
15000,264,78,108,0.5037879,0.1818182,0.5265152,0.1287879,0.2685185,121,0.107438,0.4710744,166,1061
43100,29101,7780,9854,0.4966152,0.2239442,0.4912546,0.0609945,0.1783032,10890,0.0951331,0.6326905,366,1062
30800,332,75,146,0.5421687,0.0903614,0.4036145,0.3795181,0.4520548,172,0.15116280000000001,0.5755814,217,1063
18800,184,36,45,0.5271739,0.2663043,0.375,0.0815217,0.2,49,0.0816327,0.7959184,117,1064
14999,47,15,20,0.4893617,0.106383,0.5957447,0.1489362,0.25,21,0.047619,0.8095238,138,1065
16500,645,149,206,0.5333333,0.2046512,0.4294574,0.1131783,0.2378641,223,0.0762332,0.6367713,174,1066
41700,46535,12316,17976,0.5208553,0.2446761,0.4809498,0.1119587,0.2532265,19537,0.0798997,0.6347955,336,1067
23700,1915,523,703,0.5274151,0.1681462,0.4412533,0.2355091,0.2347084,763,0.078637,0.6408912,246,1068
17800,674,162,222,0.5356083,0.1824926,0.4406528,0.2284866,0.2522523,247,0.1012146,0.7287449,189,1069
26000,805,234,297,0.531677,0.2024845,0.5018634,0.1254658,0.1851852,321,0.0747664,0.6635514,206,1070
21400,1741,482,678,0.5376221,0.2096496,0.4382539,0.171166,0.259587,753,0.0996016,0.625498,198,1071
19300,154,46,67,0.512987,0.1493506,0.4220779,0.2987013,0.3134328,75,0.1066667,0.72,119,1072
25900,931,265,301,0.4790548,0.189044,0.5123523,0.0827068,0.1162791,330,0.087878800000000007,0.6848485,241,1073
17900,395,103,171,0.5620253,0.1974684,0.435443,0.2075949,0.374269,197,0.1319797,0.7106599,188,1074
14999,317,92,120,0.5141956,0.2492114,0.4542587,0.1198738,0.225,138,0.1304348,0.6594203,134,1075
15200,315,94,111,0.5047619,0.1873016,0.4825397,0.1206349,0.1351351,118,0.059322,0.6525424,167,1076
14999,108,30,46,0.462963,0.1759259,0.4722222,0.2592593,0.2608696,51,0.0980392,0.6666667,99,1077
24100,1833,506,699,0.5215494,0.1903983,0.4648118,0.1745772,0.260372,744,0.0604839,0.6814516,231,1078
63000,1331,398,574,0.5116454,0.1660406,0.5033809,0.2043576,0.26306619999999997,939,0.3887114,0.5378062,356,1079
45100,485,170,247,0.5257732,0.0556701,0.4082474,0.4721649,0.2874494,283,0.1272085,0.6360424,288,1080
14999,526,124,165,0.5551331,0.2547529,0.3498099,0.148289,0.2424242,178,0.073033699999999993,0.6910112,136,1081
21400,2791,677,1018,0.5567897,0.2174848,0.4149051,0.156933,0.3045187,1105,0.078733,0.5755656,223,1082
25600,768,217,296,0.5052083,0.2213542,0.4544271,0.1445313,0.25,330,0.1030303,0.5848485,225,1083
35200,1253,372,451,0.5275339,0.1811652,0.5019952,0.0925778,0.1662971,514,0.1225681,0.766537,287,1084
16100,1743,509,743,0.5387263,0.1606426,0.4658635,0.2059667,0.2960969,793,0.0630517,0.5977301,165,1085
30700,283,89,123,0.5194346,0.180212,0.409894,0.2685512,0.2764228,142,0.1338028,0.6549296,233,1086
16600,476,142,172,0.4957983,0.1827731,0.4621849,0.1512605,0.15116280000000001,192,0.1041667,0.6510417,232,1087
23400,2033,581,810,0.5518938,0.1731431,0.4648303,0.1918347,0.2728395,863,0.0614137,0.6118192,167,1088
17700,446,123,199,0.5313901,0.1748879,0.3901345,0.3004484,0.3718593,239,0.167364,0.5523013,138,1089
17300,218,68,88,0.4908257,0.1834862,0.4541284,0.2522936,0.2159091,101,0.1287129,0.7524752,190,1090
15500,1424,379,544,0.5386236,0.1882022,0.4768258,0.1650281,0.2941176,632,0.1392405,0.7009494,201,1091
19400,295,84,117,0.5254237,0.1898305,0.4745763,0.1627119,0.2735043,127,0.0787402,0.6771654,188,1092
27400,1460,418,610,0.5417808,0.1835616,0.4260274,0.2068493,0.3016393,677,0.098966,0.6440177,258,1093
45100,944,285,338,0.4650424,0.1588983,0.5487288,0.1101695,0.1301775,362,0.0662983,0.7845304,343,1094
44200,175795,45484,72573,0.5358969,0.1843283,0.5206121,0.1255496,0.3208218,80995,0.1039817,0.6219396,395,1095
18200,608,181,252,0.5263158,0.1644737,0.4703947,0.1858553,0.2539683,282,0.106383,0.6879433,222,1096
29400,825,234,312,0.4945455,0.1478788,0.5127273,0.1515152,0.2211538,348,0.10344830000000001,0.7097701,325,1097
34300,4022,1078,1491,0.5358031,0.177275,0.4721532,0.1762805,0.2588867,1616,0.0773515,0.6998762,285,1098
26900,127,33,39,0.5354331,0.1732283,0.5275591,0.0551181,0.1282051,45,0.1333333,0.6222222,225,1099
15600,158,42,60,0.5253165,0.1582278,0.4746835,0.1139241,0.2666667,74,0.1891892,0.5945946,181,1100
46400,1224,360,477,0.498366,0.1813725,0.5212418,0.1356209,0.20545070000000001,516,0.075581400000000007,0.6724806,334,1101
18700,1338,343,462,0.5426009,0.2264574,0.3916293,0.1397608,0.2424242,517,0.106383,0.5938104,198,1102
17800,299,91,128,0.5117057,0.1571906,0.4180602,0.270903,0.265625,146,0.1232877,0.6986301,149,1103
18100,75,22,31,0.5466667,0.1066667,0.4666667,0.2266667,0.2903226,36,0.1388889,0.6111111,188,1104
26900,1971,524,744,0.5514967,0.1760528,0.4302385,0.2257737,0.2795699,811,0.0826141,0.6596794,199,1105
14999,208,68,96,0.5048077,0.1778846,0.5913462,0.1346154,0.28125,107,0.1028037,0.5420561,130,1106
26600,4997,1326,1845,0.539924,0.1845107,0.4430658,0.168301,0.2558266,2048,0.0991211,0.7026367,214,1107
16300,95,22,30,0.5157895,0.2631579,0.4210526,0.1263158,0.2,38,0.2105263,0.6842105,138,1108
15800,686,174,250,0.5247813,0.1836735,0.4591837,0.1399417,0.296,280,0.1071429,0.7678571,147,1109
17900,669,186,273,0.5201794,0.200299,0.4394619,0.1883408,0.3003663,309,0.1165049,0.5501618,184,1110
18100,1263,302,402,0.5447348,0.2280285,0.3752969,0.141726,0.2363184,466,0.1373391,0.6051502,169,1111
17200,799,230,300,0.5081352,0.1827284,0.4430538,0.1864831,0.2133333,356,0.1573034,0.6039326,173,1112
16600,158,46,69,0.556962,0.1329114,0.4240506,0.3037975,0.3188406,84,0.1785714,0.6309524,225,1113
31300,11151,2816,4282,0.5386064,0.230921,0.4282127,0.1770245,0.313872,4689,0.0867989,0.6316912,251,1114
25200,9256,2574,3836,0.5457001,0.1688634,0.4445765,0.2189931,0.3141293,4244,0.0961357,0.6548068,234,1115
17100,1097,317,482,0.5460346,0.1677302,0.4384686,0.2297174,0.340249,557,0.1346499,0.5691203,188,1116
17900,2635,747,1063,0.5271347,0.1711575,0.4891841,0.1882353,0.2737535,1133,0.0617829,0.5913504,178,1117
20100,1018,303,412,0.5058939,0.1866405,0.4518664,0.2043222,0.2572816,471,0.1252654,0.6772824,247,1118
23100,5910,1440,2068,0.549577,0.2152284,0.3906937,0.1585448,0.2819149,2237,0.0755476,0.5882879,205,1119
19600,129,29,37,0.5193798,0.3255814,0.496124,0.0542636,0.1891892,40,0.075,0.725,152,1120
47700,4391,1226,1477,0.5083125,0.2061034,0.5253928,0.0598952,0.1509817,1568,0.0580357,0.6894133,396,1121
25600,3100,801,1158,0.5445161,0.1825806,0.4425806,0.183871,0.2944732,1246,0.070626,0.565008,182,1122
20400,1164,338,472,0.5618557,0.1701031,0.443299,0.2250859,0.2669492,520,0.0923077,0.6096154,168,1123
23500,1318,368,555,0.5576631,0.1426404,0.4180577,0.2943854,0.3171171,639,0.1314554,0.5790297,203,1124
25100,1545,387,582,0.5721683,0.1585761,0.4142395,0.2401294,0.3213058,627,0.0717703,0.6251994,173,1125
69800,6714,1965,2540,0.5172773,0.1364313,0.5898123,0.0464701,0.1976378,2668,0.047976,0.7488756,434,1126
32800,1415,450,594,0.5067138,0.1484099,0.5625442,0.1724382,0.2121212,708,0.1610169,0.4929379,267,1127
17900,354,104,152,0.5169492,0.1525424,0.480226,0.2033898,0.3092105,165,0.0787879,0.5636364,179,1128
24100,1562,439,654,0.5518566,0.1613316,0.4443022,0.2323944,0.3211009,726,0.0991736,0.6170799,198,1129
24600,5475,1555,2360,0.5442922,0.1567123,0.4186301,0.2794521,0.3224576,2619,0.0988927,0.65063,235,1130
21900,355,86,126,0.5183099,0.2225352,0.428169,0.1690141,0.3174603,137,0.080292,0.7518248,200,1131
16000,220,70,84,0.4909091,0.1272727,0.4818182,0.1954545,0.1666667,105,0.2,0.6857143,144,1132
27200,1004,288,388,0.5119522,0.1812749,0.4651394,0.1762948,0.25,431,0.099768,0.6960557,238,1133
20200,124,36,51,0.5241935,0.1612903,0.4516129,0.1854839,0.2745098,55,0.0727273,0.4,150,1134
14999,513,116,167,0.5692008,0.2066277,0.4015595,0.1423002,0.2934132,184,0.0923913,0.5978261,154,1135
28700,8116,2071,2942,0.5340069,0.2519714,0.4277969,0.1368901,0.267845,3267,0.0994796,0.6599327,238,1136
14999,528,128,186,0.5473485,0.1856061,0.4318182,0.1439394,0.2741935,217,0.1428571,0.6728111,140,1137
33300,160,49,62,0.525,0.1875,0.50625,0.11875,0.1935484,64,0.03125,0.765625,269,1138
27700,6551,1766,2601,0.5513662,0.1662342,0.4458861,0.2150817,0.301807,2891,0.1003113,0.6603251,239,1139
26900,84,19,30,0.5238095,0.0952381,0.4761905,0.1428571,0.3666667,33,0.0909091,0.6363636,313,1140
22600,488,138,208,0.5327869,0.1905738,0.454918,0.204918,0.2980769,250,0.168,0.624,277,1141
42100,9027,2868,4253,0.554337,0.1037997,0.3803035,0.4113216,0.310134,4561,0.0675291,0.6603815,317,1142
14999,866,239,303,0.5161663,0.243649,0.4561201,0.1154734,0.1848185,347,0.1268012,0.5590778,193,1143
29100,2439,679,1043,0.5481755,0.1316113,0.4538745,0.2603526,0.3279003,1172,0.1100683,0.5674061,195,1144
20200,775,206,310,0.5587097,0.1470968,0.4296774,0.2683871,0.3290323,346,0.1040462,0.632948,196,1145
